日付け,終値,始値,高値,安値,出来高,変化率 %,,
2022/7/16,187980 ,170535 ,196100 ,165220 ,3.27K,10.26%,,171
2022/7/17,185040 ,187980 ,192250 ,183110 ,1.36K,-1.56%,,170
2022/7/18,219238 ,185040 ,220620 ,185040 ,4.52K,18.48%,,169
2022/7/19,213283 ,219238 ,224609 ,206058 ,5.45K,-2.72%,,168
2022/7/20,210130 ,213283 ,223710 ,205803 ,4.90K,-1.48%,,167
2022/7/21,215896 ,210130 ,220150 ,202590 ,5.37K,2.74%,,166
2022/7/22,209160 ,215896 ,226307 ,206450 ,5.64K,-3.12%,,165
2022/7/23,211020 ,209160 ,217560 ,202900 ,0.84K,0.89%,,164
2022/7/24,217950 ,211020 ,226638 ,210480 ,1.37K,3.28%,,163
2022/7/25,196370 ,217950 ,219630 ,195770 ,3.25K,-9.90%,,162
2022/7/26,198830 ,196370 ,199210 ,185670 ,2.81K,1.25%,,161
2022/7/27,222870 ,198830 ,223852 ,194600 ,3.93K,12.09%,,160
2022/7/28,231990 ,222870 ,239315 ,216510 ,5.18K,4.09%,,159
2022/7/29,229290 ,231990 ,235250 ,222210 ,7.29K,-1.16%,,158
2022/7/30,225940 ,229290 ,232313 ,223052 ,1.36K,-1.46%,,157
2022/7/31,224170 ,225940 ,233630 ,222320 ,1.12K,-0.78%,,156
2022/8/1,214440 ,224170 ,225540 ,211510 ,5.24K,-4.34%,,155
2022/8/2,217550 ,214440 ,221770 ,204280 ,4.63K,1.45%,,154
2022/8/3,216690 ,217550 ,224777 ,212660 ,3.76K,-0.40%,,153
2022/8/4,212910 ,216690 ,222120 ,210340 ,2.84K,-1.74%,,152
2022/8/5,234310 ,212910 ,234779 ,212860 ,3.78K,10.05%,,151
2022/8/6,228000 ,234310 ,235804 ,227560 ,0.83K,-2.69%,,150
2022/8/7,229590 ,228000 ,233321 ,225250 ,0.61K,0.70%,,149
2022/8/8,239850 ,229590 ,244566 ,228929 ,3.68K,4.47%,,148
2022/8/9,230184 ,239850 ,241421 ,225290 ,1.46K,-4.03%,,147
2022/8/10,246330 ,230184 ,250411 ,223810 ,12.01K,7.01%,,146
2022/8/11,250010 ,246330 ,256010 ,245520 ,4.47K,1.49%,,145
2022/8/12,261430 ,250010 ,262130 ,247490 ,3.51K,4.57%,,144
2022/8/13,264650 ,261430 ,269390 ,259890 ,0.60K,1.23%,,143
2022/8/14,257880 ,264650 ,270703 ,254550 ,0.40K,-2.56%,,142
2022/8/15,253016 ,257880 ,268060 ,248850 ,2.27K,-1.89%,,141
2022/8/16,252160 ,253016 ,257253 ,247880 ,1.28K,-0.34%,,140
2022/8/17,247560 ,252160 ,263201 ,245946 ,2.95K,-1.82%,,139
2022/8/18,250731 ,247560 ,255340 ,245710 ,1.33K,1.28%,,138
2022/8/19,220359 ,250731 ,250731 ,219390 ,3.46K,-12.11%,,137
2022/8/20,215673 ,220359 ,226710 ,208640 ,1.13K,-2.13%,,136
2022/8/21,221640 ,215673 ,225110 ,214140 ,0.63K,2.77%,,135
2022/8/22,223680 ,221640 ,223980 ,209440 ,2.64K,0.92%,,134
2022/8/23,227750 ,223680 ,228690 ,214953 ,6.59K,1.82%,,133
2022/8/24,227110 ,227750 ,231920 ,219880 ,3.22K,-0.28%,,132
2022/8/25,231630 ,227110 ,235560 ,227020 ,2.33K,1.99%,,131
2022/8/26,207680 ,231630 ,232850 ,205051 ,9.39K,-10.34%,,130
2022/8/27,205247 ,207680 ,209140 ,199469 ,1.05K,-1.17%,,129
2022/8/28,197382 ,205247 ,207810 ,196780 ,0.76K,-3.83%,,128
2022/8/29,215360 ,197196 ,216400 ,196660 ,1.71K,9.11%,,127
2022/8/30,211480 ,215360 ,221920 ,204690 ,3.27K,-1.80%,,126
2022/8/31,216680 ,211480 ,224230 ,211480 ,2.54K,2.46%,,125
2022/9/1,222150 ,216680 ,224250 ,212130 ,3.65K,2.52%,,124
2022/9/2,221170 ,222150 ,230940 ,217035 ,4.30K,-0.44%,,123
2022/9/3,217890 ,221170 ,221860 ,215110 ,0.97K,-1.48%,,122
2022/9/4,221850 ,217890 ,221850 ,216260 ,0.54K,1.82%,,121
2022/9/5,226860 ,221850 ,228530 ,218600 ,0.65K,2.26%,,120
2022/9/6,222778 ,226860 ,239400 ,222138 ,5.55K,-1.80%,,119
2022/9/7,235090 ,222778 ,238110 ,214070 ,5.49K,5.53%,,118
2022/9/8,235140 ,234940 ,239180 ,229720 ,17.23K,0.02%,,117
2022/9/9,245250 ,235140 ,249440 ,234580 ,15.26K,4.30%,,116
2022/9/10,253160 ,245250 ,254828 ,243413 ,0.78K,3.23%,,115
2022/9/11,251440 ,253160 ,254530 ,245230 ,1.20K,-0.68%,,114
2022/9/12,244780 ,252040 ,253800 ,241280 ,3.26K,-2.65%,,113
2022/9/13,227540 ,244780 ,248870 ,226740 ,12.67K,-7.04%,,112
2022/9/14,233950 ,227540 ,235830 ,223764 ,10.71K,2.82%,,111
2022/9/15,211290 ,233950 ,237390 ,209640 ,9.40K,-9.69%,,110
2022/9/16,204930 ,211290 ,212310 ,201260 ,6.07K,-3.01%,,109
2022/9/17,210130 ,204930 ,211010 ,201700 ,5.73K,2.54%,,108
2022/9/18,190470 ,210130 ,210163 ,189650 ,3.11K,-9.36%,,107
2022/9/19,197260 ,190470 ,199550 ,184159 ,4.80K,3.56%,,106
2022/9/20,190090 ,197260 ,198740 ,188861 ,4.46K,-3.63%,,105
2022/9/21,180430 ,190090 ,203210 ,175840 ,13.44K,-5.08%,,104
2022/9/22,188810 ,180430 ,191690 ,178300 ,55.82K,4.64%,,103
2022/9/23,190450 ,188810 ,193070 ,181073 ,13.04K,0.87%,,102
2022/9/24,188927 ,190450 ,193550 ,187950 ,0.39K,-0.80%,,101
2022/9/25,185520 ,188927 ,191730 ,182370 ,1.27K,-1.80%,,100
2022/9/26,193350 ,185520 ,193840 ,184120 ,23.18K,4.22%,,99
2022/9/27,192590 ,193350 ,202540 ,189090 ,4.29K,-0.39%,,98
2022/9/28,193170 ,192590 ,195340 ,182538 ,5.47K,0.30%,,97
2022/9/29,192950 ,193170 ,195070 ,186950 ,4.21K,-0.11%,,96
2022/9/30,192320 ,192950 ,198644 ,190520 ,4.83K,-0.33%,,95
2022/10/1,189780 ,192320 ,193070 ,188660 ,0.15K,-1.32%,,94
2022/10/2,184870 ,189780 ,190630 ,184170 ,1.51K,-2.59%,,93
2022/10/3,191370 ,184870 ,192349 ,183140 ,6.08K,3.52%,,92
2022/10/4,196130 ,191370 ,197486 ,191020 ,3.60K,2.49%,,91
2022/10/5,195370 ,196130 ,196920 ,190300 ,2.55K,-0.39%,,90
2022/10/6,196090 ,195370 ,200110 ,195250 ,2.29K,0.37%,,89
2022/10/7,193560 ,196090 ,197390 ,191501 ,4.13K,-1.29%,,88
2022/10/8,191160 ,193560 ,194300 ,189512 ,0.43K,-1.24%,,87
2022/10/9,192500 ,191160 ,193070 ,190070 ,0.62K,0.70%,,86
2022/10/10,187930 ,192500 ,194680 ,187930 ,2.05K,-2.37%,,85
2022/10/11,186580 ,187930 ,189010 ,184670 ,1.43K,-0.72%,,84
2022/10/12,189880 ,186580 ,191440 ,186278 ,1.90K,1.77%,,83
2022/10/13,189760 ,189880 ,191410 ,175860 ,0.89K,-0.06%,,82
2022/10/14,192950 ,189760 ,198180 ,189080 ,0.30K,1.68%,,81
2022/10/15,189770 ,192950 ,193710 ,187950 ,0.15K,-1.65%,,80
2022/10/16,194200 ,189500 ,195840 ,189500 ,0.11K,2.33%,,79
2022/10/17,198430 ,194240 ,199300 ,192590 ,0.11K,2.18%,,78
2022/10/18,195600 ,198430 ,199700 ,192170 ,0.29K,-1.43%,,77
2022/10/19,192540 ,195600 ,196020 ,191940 ,0.54K,-1.56%,,76
2022/10/20,192800 ,192540 ,196440 ,190630 ,0.17K,0.14%,,75
2022/10/21,192020 ,192800 ,195360 ,188900 ,1.01K,-0.40%,,74
2022/10/22,194250 ,192020 ,195020 ,191250 ,0.05K,1.16%,,73
2022/10/23,201240 ,194250 ,204500 ,192240 ,0.59K,3.60%,,72
2022/10/24,200060 ,201240 ,203620 ,197440 ,0.26K,-0.59%,,71
2022/10/25,215970 ,200060 ,224960 ,198840 ,0.29K,7.95%,,70
2022/10/26,228890 ,215970 ,233760 ,215860 ,0.12K,5.98%,,69
2022/10/27,221480 ,228890 ,230740 ,220430 ,0.35K,-3.24%,,68
2022/10/28,229300 ,221480 ,232210 ,218930 ,0.41K,3.53%,,67
2022/10/29,238910 ,229300 ,245050 ,228390 ,0.34K,4.19%,,66
2022/10/30,235170 ,238910 ,241860 ,232730 ,0.37K,-1.57%,,65
2022/10/31,234130 ,235170 ,242930 ,230350 ,0.57K,-0.44%,,64
2022/11/1,233630 ,234130 ,237640 ,231550 ,0.11K,-0.21%,,63
2022/11/2,224610 ,233630 ,236740 ,222080 ,0.36K,-3.86%,,62
2022/11/3,227450 ,224610 ,230790 ,224060 ,0.23K,1.26%,,61
2022/11/4,241430 ,227450 ,245420 ,226690 ,0.38K,6.15%,,60
2022/11/5,238580 ,241430 ,244260 ,237980 ,0.08K,-1.18%,,59
2022/11/6,230720 ,238580 ,240270 ,230080 ,0.30K,-3.29%,,58
2022/11/7,230120 ,230720 ,235930 ,226990 ,0.02K,-0.26%,,57
2022/11/8,194130 ,230120 ,231150 ,179370 ,1.01K,-15.64%,,56
2022/11/9,160680 ,194130 ,194560 ,156910 ,2.19K,-17.23%,,55
2022/11/10,183830 ,160680 ,192920 ,158760 ,1.06K,14.41%,,54
2022/11/11,178510 ,183830 ,185610 ,168080 ,0.70K,-2.89%,,53
2022/11/12,174260 ,178510 ,179150 ,171780 ,0.05K,-2.38%,,52
2022/11/13,170420 ,174260 ,176950 ,166850 ,0.06K,-2.20%,,51
2022/11/14,174100 ,170420 ,181360 ,163420 ,0.68K,2.16%,,50
2022/11/15,174380 ,174100 ,179020 ,171800 ,0.20K,0.16%,,49
2022/11/16,168480 ,174380 ,177710 ,165410 ,0.08K,-3.38%,,48
2022/11/17,169290 ,169590 ,171240 ,165310 ,0.10K,0.48%,,47
2022/11/18,169350 ,170880 ,171640 ,168150 ,0.02K,0.04%,,46
2022/11/19,171200 ,169460 ,172960 ,169320 ,0.01K,1.09%,,45
2022/11/20,160440 ,171200 ,172140 ,158850 ,0.05K,-6.29%,,44
2022/11/21,157300 ,160440 ,162590 ,153590 ,0.04K,-1.96%,,43
2022/11/22,160980 ,157300 ,161220 ,152080 ,0.11K,2.34%,,42
2022/11/23,164920 ,160980 ,166860 ,159180 ,0.01K,2.45%,,41
2022/11/24,166760 ,164920 ,169040 ,164090 ,0.03K,1.12%,,40
2022/11/25,166620 ,166760 ,167720 ,162170 ,0.05K,-0.08%,,39
2022/11/26,167520 ,166620 ,171050 ,166290 ,0.01K,0.54%,,38
2022/11/27,166240 ,167520 ,170170 ,165830 ,0.01K,-0.76%,,37
2022/11/28,161920 ,166240 ,166980 ,159640 ,0.01K,-2.60%,,36
2022/11/29,168630 ,161920 ,170160 ,160610 ,0.02K,4.14%,,35
2022/11/30,177730 ,168630 ,181040 ,168080 ,0.08K,5.40%,,34
2022/12/1,172500 ,177730 ,178150 ,171530 ,0.02K,-2.94%,,33
2022/12/2,173920 ,172500 ,174220 ,170580 ,0.21K,0.82%,,32
2022/12/3,166600 ,173920 ,174990 ,166040 ,0.03K,-4.21%,,31
2022/12/4,172000 ,166600 ,172790 ,166600 ,0.02K,3.24%,,30
2022/12/5,171970 ,172000 ,176710 ,170500 ,0.07K,-0.02%,,29
2022/12/6,173930 ,171970 ,174520 ,170110 ,0.02K,1.14%,,28
2022/12/7,167860 ,173930 ,174770 ,167010 ,0.07K,-3.49%,,27
2022/12/8,174910 ,167860 ,176440 ,167440 ,0.03K,4.20%,,26
2022/12/9,172390 ,174910 ,175870 ,171820 ,0.09K,-1.44%,,25
2022/12/10,172860 ,172390 ,175330 ,171910 ,0.01K,0.27%,,24
2022/12/11,172710 ,172860 ,175330 ,171510 ,0.01K,-0.09%,,23
2022/12/12,175340 ,172710 ,176060 ,169790 ,0.04K,1.52%,,22
2022/12/13,179040 ,175340 ,182740 ,172860 ,0.08K,2.11%,,21
2022/12/14,177050 ,179040 ,181930 ,176200 ,0.25K,-1.11%,,20
2022/12/15,174560 ,177050 ,177630 ,173420 ,0.05K,-1.41%,,19
2022/12/16,159540 ,174560 ,175730 ,158170 ,0.17K,-8.60%,,18
2022/12/17,162270 ,159540 ,162620 ,158960 ,0.02K,1.71%,,17
2022/12/18,161530 ,162270 ,163570 ,160400 ,0.11K,-0.46%,,16
2022/12/19,159920 ,161530 ,162830 ,157390 ,0.04K,-1.00%,,15
2022/12/20,160570 ,159920 ,164560 ,158290 ,0.38K,0.41%,,14
2022/12/21,160670 ,160570 ,161520 ,158890 ,0.05K,0.06%,,13
2022/12/22,161330 ,160670 ,163850 ,156680 ,0.02K,0.41%,,12
2022/12/23,161970 ,161330 ,163080 ,160880 ,0.04K,0.40%,,11
2022/12/24,162150 ,161970 ,163010 ,161260 ,0.01K,0.11%,,10
2022/12/25,161770 ,162150 ,162570 ,159070 ,0.03K,-0.23%,,9
2022/12/26,163070 ,161770 ,163390 ,161180 ,0.03K,0.80%,,8
2022/12/27,161740 ,163070 ,163810 ,160620 ,0.04K,-0.82%,,7
2022/12/28,159560 ,161740 ,162560 ,159080 ,0.03K,-1.35%,,6
2022/12/29,159740 ,159560 ,160880 ,158530 ,0.03K,0.11%,,5
2022/12/30,157460 ,159740 ,159740 ,156130 ,0.02K,-1.43%,,4
2022/12/31,157000 ,157460 ,158480 ,156380 ,0.01K,-0.29%,,3
2023/1/1,157250 ,157000 ,157850 ,156130 ,0.01K,0.16%,,2
2023/1/2,159340 ,157250 ,159940 ,156260 ,0.02K,1.33%,,1
